key_pair,comfort_score,distance_score,time_score,dvorak7_score,dvorak7_repetition,dvorak7_movement,dvorak7_vertical,dvorak7_horizontal,dvorak7_adjacent,dvorak7_weak,dvorak7_outward,comfort_score_normalized,distance_score_normalized,time_score_normalized,dvorak7_score_normalized,dvorak7_repetition_normalized,dvorak7_movement_normalized,dvorak7_vertical_normalized,dvorak7_horizontal_normalized,dvorak7_adjacent_normalized,dvorak7_weak_normalized,dvorak7_outward_normalized
QF,-0.716928,19.646883,708.675866,0.714286,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.525173,0.315236,0.616429,0.727273,0.5,0.707107,0.5,1.0,1.0,0.5,1.0
QG,-1.411596,38.646883,887.25,0.571429,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.022203,0.620093,1.0,0.545455,0.5,0.0,0.5,0.5,1.0,0.5,1.0
QH,-0.776742,38.646883,769.42515,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.481865,0.620093,0.746916,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
QI,-0.529213,39.293765,627.209935,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.661087,0.630473,0.441443,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
QJ,-0.389029,19.646883,728.59353,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.762587,0.315236,0.659211,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
QK,-0.461519,19.646883,650.05,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.7101,0.315236,0.490503,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
QL,-0.495283,19.646883,592.95698,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.685654,0.315236,0.367869,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
QM,-0.626103,41.117793,706.826802,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.590934,0.659739,0.612457,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
QN,-0.776742,40.670679,597.955806,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.481865,0.652565,0.378606,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
QO,-0.63,39.293765,680.458024,0.714286,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.588113,0.630473,0.555818,0.727273,1.0,0.0,1.0,1.0,1.0,0.0,1.0
QP,-0.716928,39.293765,630.325329,0.714286,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.525173,0.630473,0.448135,0.727273,1.0,0.0,1.0,1.0,1.0,0.0,1.0
QQ,-0.884184,19.646883,685.246527,0.285714,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.404072,0.315236,0.566104,0.181818,0.0,0.0,1.0,1.0,0.0,0.0,0.0
QR,-0.741484,39.293765,678.190208,0.714286,0.5,0.0,1.0,1.0,1.0,0.5,1.0,0.507393,0.630473,0.550947,0.727273,0.5,0.0,1.0,1.0,1.0,0.5,1.0
QS,-0.863268,19.646883,656.136471,0.5,0.5,0.5,0.5,1.0,0.0,0.0,1.0,0.419217,0.315236,0.503576,0.454545,0.5,0.707107,0.5,1.0,0.0,0.0,1.0
QT,-1.411596,43.24773,681.92151,0.642857,0.5,0.0,1.0,0.5,1.0,0.5,1.0,0.022203,0.693914,0.558962,0.636364,0.5,0.0,1.0,0.5,1.0,0.5,1.0
QU,-0.529213,39.293765,686.520546,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.661087,0.630473,0.56884,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
QV,-1.095099,41.117793,629.69762,0.571429,0.5,0.0,0.0,1.0,1.0,0.5,1.0,0.251361,0.659739,0.446787,0.545455,0.5,0.0,0.0,1.0,1.0,0.5,1.0
QW,-0.795618,39.293765,645.127795,0.5,0.5,0.0,1.0,1.0,0.0,0.0,1.0,0.468198,0.630473,0.47993,0.454545,0.5,0.0,1.0,1.0,0.0,0.0,1.0
QX,-1.32073,41.117793,670.616637,0.357143,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.087994,0.659739,0.534679,0.272727,0.5,0.0,0.0,1.0,0.0,0.0,1.0
QY,-0.776742,50.257338,764.0,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.481865,0.806384,0.735263,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
QZ,-1.411596,60.500279,629.1,0.142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.022203,0.970733,0.445503,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Q[,-0.776742,43.24773,685.246527,0.642857,1.0,0.0,1.0,0.5,1.0,0.0,1.0,0.481865,0.693914,0.566104,0.636364,1.0,0.0,1.0,0.5,1.0,0.0,1.0
R',-0.589028,38.646883,502.7,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.617778,0.620093,0.174,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
"R,",-0.546323,41.117793,509.751007,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.648699,0.659739,0.189145,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
R.,-0.580639,41.117793,660.472028,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.623852,0.659739,0.512889,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
R/,-0.555799,41.117793,568.882674,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.641837,0.659739,0.316158,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
R;,-0.339469,19.646883,502.7,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.79847,0.315236,0.174,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
RA,-0.791551,19.646883,530.485606,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.471143,0.315236,0.233683,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
RB,-1.363758,70.637078,609.021254,0.214286,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.056839,1.0,0.402374,0.090909,0.0,0.0,0.0,0.5,0.0,1.0,0.0
RC,-1.309704,41.117793,536.10823,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.095977,0.659739,0.24576,0.454545,0.5,0.0,0.0,1.0,1.0,1.0,0.0
RD,-0.758376,19.646883,528.165627,0.642857,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.495163,0.315236,0.228699,0.636364,0.5,0.707107,0.5,1.0,1.0,1.0,0.0
RE,-0.480001,39.293765,577.011319,0.642857,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.696719,0.630473,0.333618,0.636364,0.5,0.0,1.0,1.0,1.0,1.0,0.0
RF,-0.693102,39.293765,588.220469,0.428571,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.542424,0.630473,0.357695,0.363636,0.0,0.707107,0.5,1.0,0.0,1.0,0.0
RG,-1.363758,50.257338,538.201057,0.285714,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.056839,0.806384,0.250255,0.181818,0.0,0.0,0.5,0.5,0.0,1.0,0.0
RH,-0.589028,38.646883,535.481949,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.620093,0.244415,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
RI,-0.341499,39.293765,551.800818,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.797001,0.630473,0.279467,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
RJ,-0.201314,19.646883,559.893499,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8985,0.315236,0.29685,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
RK,-0.273805,19.646883,529.584134,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.846014,0.315236,0.231746,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
RL,-0.307569,19.646883,528.754815,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.821568,0.315236,0.229965,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
RM,-0.438389,41.117793,614.264079,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.726848,0.659739,0.413636,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
RN,-0.589028,40.670679,529.926601,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.652565,0.232482,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
RO,-0.442286,39.293765,559.495353,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.724026,0.630473,0.295995,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
RP,-0.529213,39.293765,542.064037,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.661087,0.630473,0.258553,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
RQ,-0.862958,39.293765,632.927467,0.571429,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.419441,0.630473,0.453724,0.545455,0.5,0.0,1.0,1.0,1.0,0.5,0.0
RR,-0.460932,19.646883,528.279865,0.428571,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.710526,0.315236,0.228945,0.363636,0.0,0.0,1.0,1.0,0.0,1.0,0.0
RS,-0.7902,19.646883,607.931217,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.472121,0.315236,0.400033,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
RT,-1.363758,38.646883,521.466313,0.357143,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.056839,0.620093,0.214309,0.272727,0.0,0.0,1.0,0.5,0.0,1.0,0.0
RU,-0.341499,39.293765,539.886805,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.797001,0.630473,0.253876,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
RV,-0.992835,60.500279,529.2,0.285714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.325405,0.970733,0.230921,0.181818,0.0,0.0,0.0,1.0,0.0,1.0,0.0
RW,-0.709706,39.293765,524.819762,0.571429,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.530403,0.630473,0.221513,0.545455,0.5,0.0,1.0,1.0,1.0,0.5,0.0
RX,-1.363758,41.117793,642.721139,0.428571,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.056839,0.659739,0.474761,0.363636,0.5,0.0,0.0,1.0,1.0,0.5,0.0
RY,-0.589028,50.257338,570.731768,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.806384,0.32013,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
RZ,-1.277821,41.117793,575.35,0.428571,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.119061,0.659739,0.33005,0.363636,0.5,0.0,0.0,1.0,1.0,0.5,0.0
R[,-0.589028,43.24773,558.736228,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.617778,0.693914,0.294364,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
S',-0.555098,19.0,535.7,0.714286,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.642345,0.304857,0.244883,0.727273,1.0,0.707107,1.0,0.5,1.0,0.0,1.0
"S,",-0.512393,21.470911,562.839963,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.673266,0.344503,0.303179,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
S.,-0.546709,21.470911,650.10947,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.648419,0.344503,0.49063,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
S/,-0.521869,21.470911,607.920406,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.666404,0.344503,0.40001,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
S;,-0.305538,0.0,535.7,0.857143,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.823037,0.0,0.244883,0.909091,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SA,-0.583997,0.0,535.7,0.5,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.621421,0.0,0.244883,0.454545,0.5,1.0,1.0,1.0,0.0,0.0,0.0
SB,-1.129147,34.669872,594.382432,0.642857,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.226709,0.556282,0.370931,0.636364,0.5,0.707107,0.5,0.5,1.0,0.5,1.0
SC,-0.80557,21.470911,501.082927,0.571429,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.460992,0.344503,0.170527,0.545455,0.5,0.707107,0.5,1.0,0.0,0.5,1.0
SD,-0.343463,0.0,535.048687,0.714286,0.5,1.0,1.0,1.0,0.0,0.5,1.0,0.795578,0.0,0.243484,0.727273,0.5,1.0,1.0,1.0,0.0,0.5,1.0
SE,-0.626041,19.646883,582.778779,0.571429,0.5,0.5,0.5,1.0,0.0,0.5,1.0,0.590979,0.315236,0.346007,0.545455,0.5,0.707107,0.5,1.0,0.0,0.5,1.0
SF,-0.273638,0.0,689.920352,0.857143,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.846134,0.0,0.576143,0.909091,0.5,1.0,1.0,1.0,1.0,0.5,1.0
SG,-1.129147,19.0,621.389366,0.714286,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.226709,0.304857,0.428941,0.727273,0.5,0.707107,1.0,0.5,1.0,0.5,1.0
SH,-0.555098,19.0,613.219339,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.642345,0.304857,0.411392,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
SI,-0.307569,19.646883,550.892061,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.821568,0.315236,0.277515,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
SJ,-0.167384,0.0,568.712183,0.928571,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.923067,0.0,0.315792,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
SK,-0.239875,0.0,558.37486,0.928571,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.870581,0.0,0.293588,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
SL,-0.273638,0.0,530.664178,0.857143,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.846134,0.0,0.234066,0.909091,1.0,1.0,1.0,1.0,1.0,0.0,1.0
SM,-0.404458,21.470911,607.895134,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.751415,0.344503,0.399956,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
SN,-0.555098,21.023796,500.605105,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.642345,0.337329,0.1695,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
SO,-0.408355,19.646883,552.573776,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.748593,0.315236,0.281127,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
SP,-0.495283,19.646883,525.004084,0.785714,1.0,0.5,1.0,1.0,1.0,0.0,1.0,0.685654,0.315236,0.221908,0.818182,1.0,0.707107,1.0,1.0,1.0,0.0,1.0
SQ,-0.984187,19.646883,529.780096,0.357143,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.331666,0.315236,0.232167,0.272727,0.5,0.707107,0.5,1.0,0.0,0.0,0.0
SR,-0.70277,19.646883,575.465503,0.714286,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.535424,0.315236,0.330298,0.727273,0.5,0.707107,0.5,1.0,1.0,0.5,1.0
SS,-0.313657,0.0,651.39036,0.428571,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.817159,0.0,0.493382,0.363636,0.0,1.0,1.0,1.0,0.0,0.0,0.0
ST,-1.129147,23.600847,662.085901,0.642857,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.226709,0.378678,0.516355,0.636364,0.5,0.707107,0.5,0.5,1.0,0.5,1.0
SU,-0.307569,19.646883,578.915247,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.821568,0.315236,0.337708,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
SV,-0.69943,21.470911,518.091791,0.714286,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.537843,0.344503,0.207061,0.727273,0.5,0.707107,0.5,1.0,1.0,0.5,1.0
SW,-0.885563,19.646883,551.113775,0.285714,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.403074,0.315236,0.277991,0.181818,0.0,0.707107,0.5,1.0,0.0,0.0,0.0
SX,-1.030735,21.470911,552.691423,0.285714,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.297963,0.344503,0.28138,0.181818,0.0,0.707107,0.5,1.0,0.0,0.0,0.0
SY,-0.555098,30.610456,547.020552,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.642345,0.491148,0.269199,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
SZ,-1.129147,21.470911,526.046406,0.357143,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.226709,0.344503,0.224147,0.272727,0.5,0.707107,0.5,1.0,0.0,0.0,0.0
S[,-0.555098,23.600847,529.773313,0.714286,1.0,0.5,1.0,0.5,1.0,0.0,1.0,0.642345,0.378678,0.232153,0.727273,1.0,0.707107,1.0,0.5,1.0,0.0,1.0
T',-0.836557,42.600847,501.3,0.642857,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.438556,0.683535,0.170993,0.636364,1.0,0.0,1.0,0.0,1.0,0.5,1.0
"T,",-0.793852,45.071758,501.3,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.469477,0.723181,0.170993,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
T.,-0.828168,45.071758,501.3,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.44463,0.723181,0.170993,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
T/,-0.803329,45.071758,501.3,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.462615,0.723181,0.170993,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
T;,-0.586998,23.600847,501.3,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.619248,0.378678,0.170993,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
TA,-1.108615,23.600847,554.995405,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.241574,0.378678,0.286329,0.454545,0.5,0.707107,0.5,0.5,1.0,0.5,0.0
TB,-1.442261,64.454244,481.884273,0.142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.129289,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TC,-1.309704,45.071758,522.611112,0.428571,0.5,0.0,0.0,0.5,1.0,1.0,0.0,0.095977,0.723181,0.216768,0.363636,0.5,0.0,0.0,0.5,1.0,1.0,0.0
TD,-0.953484,23.600847,506.499631,0.571429,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.353896,0.378678,0.182162,0.545455,0.5,0.707107,0.5,0.5,1.0,1.0,0.0
TE,-1.25098,43.24773,600.673585,0.571429,0.5,0.0,1.0,0.5,1.0,1.0,0.0,0.138496,0.693914,0.384444,0.545455,0.5,0.0,1.0,0.5,1.0,1.0,0.0
TF,-0.836557,47.201695,570.394088,0.357143,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.438556,0.757356,0.319405,0.272727,0.0,0.707107,0.5,0.5,0.0,1.0,0.0
TG,-1.442261,43.24773,480.97918,0.214286,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.693914,0.127345,0.090909,0.0,0.0,0.5,0.0,0.0,1.0,0.0
TH,-0.836557,42.600847,701.870439,0.714286,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.438556,0.683535,0.601811,0.727273,1.0,0.0,1.0,0.0,1.0,1.0,1.0
TI,-0.589028,43.24773,618.596393,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.693914,0.422941,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
TJ,-0.448844,23.600847,593.220307,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.719278,0.378678,0.368435,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
TK,-0.521334,23.600847,517.791001,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.666792,0.378678,0.206415,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
TL,-0.555098,23.600847,556.92978,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.642345,0.378678,0.290484,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
TM,-0.685918,45.071758,480.35,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.547626,0.723181,0.125993,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
TN,-0.836557,44.624643,530.357479,0.714286,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.438556,0.716007,0.233407,0.727273,1.0,0.0,1.0,0.0,1.0,1.0,1.0
TO,-0.689815,43.24773,572.324732,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.544804,0.693914,0.323552,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
TP,-0.776742,43.24773,489.611037,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.481865,0.693914,0.145885,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
TQ,-1.442261,43.24773,630.04408,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.0,0.693914,0.447531,0.454545,0.5,0.0,1.0,0.5,1.0,0.5,0.0
TR,-1.242302,42.600847,539.330232,0.357143,0.0,0.0,1.0,0.5,0.0,1.0,0.0,0.144779,0.683535,0.252681,0.272727,0.0,0.0,1.0,0.5,0.0,1.0,0.0
TS,-1.030731,23.600847,594.841266,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.297966,0.378678,0.371916,0.454545,0.5,0.707107,0.5,0.5,1.0,0.5,0.0
TT,-1.442261,23.600847,564.10929,0.285714,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.378678,0.305905,0.181818,0.0,0.0,1.0,0.0,0.0,1.0,0.0
TU,-0.589028,43.24773,524.923636,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.693914,0.221736,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
TV,-1.095099,61.810794,604.656105,0.214286,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.251361,0.991761,0.392998,0.090909,0.0,0.0,0.0,0.5,0.0,1.0,0.0
TW,-1.306993,43.24773,572.742006,0.5,0.5,0.0,1.0,0.5,1.0,0.5,0.0,0.09794,0.693914,0.324448,0.454545,0.5,0.0,1.0,0.5,1.0,0.5,0.0
TX,-1.363758,45.071758,632.896053,0.357143,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.056839,0.723181,0.453657,0.272727,0.5,0.0,0.0,0.5,1.0,0.5,0.0
TY,-0.836557,54.211303,528.624069,0.714286,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.438556,0.869826,0.229684,0.727273,1.0,0.0,1.0,0.0,1.0,1.0,1.0
TZ,-1.428568,45.071758,586.060491,0.357143,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.009914,0.723181,0.353056,0.272727,0.5,0.0,0.0,0.5,1.0,0.5,0.0
T[,-0.836557,47.201695,501.3,0.642857,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.438556,0.757356,0.170993,0.636364,1.0,0.0,1.0,0.0,1.0,0.5,1.0
U',-1.363758,38.646883,502.7,0.428571,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.056839,0.620093,0.174,0.363636,0.5,0.0,0.5,0.5,1.0,0.5,0.0
"U,",-1.309704,41.117793,536.10823,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.095977,0.659739,0.24576,0.454545,0.5,0.0,0.0,1.0,1.0,1.0,0.0
U.,-1.363758,41.117793,642.721139,0.428571,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.056839,0.659739,0.474761,0.363636,0.5,0.0,0.0,1.0,1.0,0.5,0.0
U/,-1.277821,41.117793,575.35,0.428571,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.119061,0.659739,0.33005,0.363636,0.5,0.0,0.0,1.0,1.0,0.5,0.0
U;,-0.791551,19.646883,502.7,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.471143,0.315236,0.174,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
UA,-0.339469,19.646883,524.20262,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.79847,0.315236,0.220187,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
UB,-0.589028,54.316754,586.533807,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.871518,0.354072,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
UC,-0.546323,41.117793,509.751007,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.648699,0.659739,0.189145,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
UD,-0.273805,19.646883,529.584134,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.846014,0.315236,0.231746,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
UE,-0.341499,39.293765,551.800818,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.797001,0.630473,0.279467,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
UF,-0.201314,19.646883,559.893499,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8985,0.315236,0.29685,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
UG,-0.589028,38.646883,535.481949,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.620093,0.244415,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
UH,-1.363758,43.24773,538.201057,0.285714,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.056839,0.693914,0.250255,0.181818,0.0,0.0,0.5,0.5,0.0,1.0,0.0
UI,-0.480001,39.293765,577.011319,0.642857,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.696719,0.630473,0.333618,0.636364,0.5,0.0,1.0,1.0,1.0,1.0,0.0
UJ,-0.693102,39.293765,588.220469,0.428571,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.542424,0.630473,0.357695,0.363636,0.0,0.707107,0.5,1.0,0.0,1.0,0.0
UK,-0.758376,19.646883,528.165627,0.642857,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.495163,0.315236,0.228699,0.636364,0.5,0.707107,0.5,1.0,1.0,1.0,0.0
UL,-0.7902,19.646883,607.931217,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.472121,0.315236,0.400033,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
UM,-0.992835,60.500279,529.2,0.285714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.325405,0.970733,0.230921,0.181818,0.0,0.0,0.0,1.0,0.0,1.0,0.0
UN,-1.363758,57.856829,528.624955,0.214286,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.056839,0.928319,0.229686,0.090909,0.0,0.0,0.0,0.5,0.0,1.0,0.0
