key_pair,comfort_score,distance_score,time_score,dvorak7_score,dvorak7_repetition,dvorak7_movement,dvorak7_vertical,dvorak7_horizontal,dvorak7_adjacent,dvorak7_weak,dvorak7_outward,comfort_score_normalized,distance_score_normalized,time_score_normalized,dvorak7_score_normalized,dvorak7_repetition_normalized,dvorak7_movement_normalized,dvorak7_vertical_normalized,dvorak7_horizontal_normalized,dvorak7_adjacent_normalized,dvorak7_weak_normalized,dvorak7_outward_normalized
DK,-0.206111,0.0,604.904991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.895027,0.0,0.393533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DL,-0.239875,0.0,563.695825,0.928571,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.870581,0.0,0.305017,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
DM,-0.370695,21.470911,661.585996,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.775861,0.344503,0.515282,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
DN,-0.521334,21.023796,482.395208,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.666792,0.337329,0.130386,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
DO,-0.374592,19.646883,613.029869,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.77304,0.315236,0.410985,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
DP,-0.461519,19.646883,578.8,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.7101,0.315236,0.33746,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
DQ,-0.936297,19.646883,609.718803,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.36634,0.315236,0.403873,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
DR,-0.645896,19.646883,558.153145,0.785714,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.576603,0.315236,0.293112,0.818182,0.5,0.707107,0.5,1.0,1.0,1.0,1.0
DS,-0.454446,0.0,532.205322,0.571429,0.5,1.0,1.0,1.0,0.0,0.5,0.0,0.715222,0.0,0.237377,0.545455,0.5,1.0,1.0,1.0,0.0,0.5,0.0
DT,-1.075036,23.600847,474.020659,0.714286,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.265887,0.378678,0.112398,0.727273,0.5,0.707107,0.5,0.5,1.0,1.0,1.0
DU,-0.273805,19.646883,566.369933,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.846014,0.315236,0.310761,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
DV,-0.596418,21.470911,558.6,0.785714,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.612428,0.344503,0.294071,0.818182,0.5,0.707107,0.5,1.0,1.0,1.0,1.0
DW,-0.763114,19.646883,529.707792,0.428571,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.491732,0.315236,0.232012,0.363636,0.5,0.707107,0.5,1.0,0.0,0.5,0.0
DX,-1.075036,21.470911,555.45,0.428571,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.265887,0.344503,0.287305,0.363636,0.5,0.707107,0.5,1.0,0.0,0.5,0.0
DY,-0.521334,30.610456,535.401668,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.666792,0.491148,0.244242,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
DZ,-1.012397,21.470911,566.4,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.311241,0.344503,0.310825,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
D[,-0.521334,23.600847,609.718803,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.666792,0.378678,0.403873,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
E',-0.589028,38.646883,471.6,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.617778,0.620093,0.107198,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
"E,",-0.546323,41.117793,519.605553,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.648699,0.659739,0.210313,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
E.,-0.580639,41.117793,629.185892,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.623852,0.659739,0.445687,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
E/,-0.555799,41.117793,510.374289,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.641837,0.659739,0.190484,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
E;,-0.339469,19.646883,471.6,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.79847,0.315236,0.107198,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
EA,-0.818844,19.646883,520.568965,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.451381,0.315236,0.212382,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
EB,-1.355736,54.316754,662.110235,0.571429,0.5,0.0,0.0,0.5,1.0,1.0,1.0,0.062648,0.871518,0.516408,0.545455,0.5,0.0,0.0,0.5,1.0,1.0,1.0
EC,-1.094752,60.500279,528.305027,0.285714,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.251612,0.970733,0.228999,0.181818,0.0,0.0,0.0,1.0,0.0,1.0,0.0
ED,-0.647976,39.293765,570.296933,0.428571,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.575097,0.630473,0.319196,0.363636,0.0,0.707107,0.5,1.0,0.0,1.0,0.0
EE,-0.409174,19.646883,536.217494,0.428571,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.748,0.315236,0.245995,0.363636,0.0,0.0,1.0,1.0,0.0,1.0,0.0
EF,-0.490483,19.646883,521.79212,0.785714,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.68913,0.315236,0.215009,0.818182,0.5,0.707107,0.5,1.0,1.0,1.0,1.0
EG,-1.355736,38.646883,545.313915,0.642857,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.062648,0.620093,0.265533,0.636364,0.5,0.0,0.5,0.5,1.0,1.0,1.0
EH,-0.589028,38.646883,546.581905,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.620093,0.268257,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
EI,-0.341499,39.293765,521.03859,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.797001,0.630473,0.213391,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
EJ,-0.201314,19.646883,525.600539,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8985,0.315236,0.22319,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
EK,-0.273805,19.646883,506.988248,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.846014,0.315236,0.183211,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
EL,-0.307569,19.646883,572.46766,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.821568,0.315236,0.323859,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
EM,-0.438389,41.117793,542.267176,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.726848,0.659739,0.258989,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
EN,-0.589028,40.670679,482.976277,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.652565,0.131634,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
EO,-0.442286,39.293765,530.918402,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.724026,0.630473,0.234612,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
EP,-0.529213,39.293765,525.523691,0.785714,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.661087,0.630473,0.223025,0.818182,1.0,0.0,1.0,1.0,1.0,0.5,1.0
EQ,-0.843387,39.293765,519.325687,0.571429,0.5,0.0,1.0,1.0,1.0,0.5,0.0,0.433611,0.630473,0.209711,0.545455,0.5,0.0,1.0,1.0,1.0,0.5,0.0
ER,-0.341499,39.293765,570.918661,0.785714,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.797001,0.630473,0.320531,0.818182,0.5,0.0,1.0,1.0,1.0,1.0,1.0
ES,-0.712008,19.646883,582.686321,0.428571,0.5,0.5,0.5,1.0,0.0,0.5,0.0,0.528735,0.315236,0.345808,0.363636,0.5,0.707107,0.5,1.0,0.0,0.5,0.0
ET,-1.355736,43.24773,543.121668,0.714286,0.5,0.0,1.0,0.5,1.0,1.0,1.0,0.062648,0.693914,0.260824,0.727273,0.5,0.0,1.0,0.5,1.0,1.0,1.0
EU,-0.341499,39.293765,498.357187,0.857143,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.797001,0.630473,0.164672,0.909091,1.0,0.0,1.0,1.0,1.0,1.0,1.0
EV,-0.856448,41.117793,461.784961,0.642857,0.5,0.0,0.0,1.0,1.0,1.0,1.0,0.424155,0.659739,0.086116,0.636364,0.5,0.0,0.0,1.0,1.0,1.0,1.0
EW,-0.685957,39.293765,582.57914,0.428571,0.5,0.0,1.0,1.0,0.0,0.5,0.0,0.547597,0.630473,0.345578,0.363636,0.5,0.0,1.0,1.0,0.0,0.5,0.0
EX,-1.355736,41.117793,566.081861,0.285714,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.062648,0.659739,0.310142,0.181818,0.5,0.0,0.0,1.0,0.0,0.5,0.0
EY,-0.589028,50.257338,535.015619,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.806384,0.243413,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
EZ,-1.334153,41.117793,550.472322,0.428571,0.5,0.0,0.0,1.0,1.0,0.5,0.0,0.078275,0.659739,0.276613,0.363636,0.5,0.0,0.0,1.0,1.0,0.5,0.0
E[,-0.589028,43.24773,519.325687,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.617778,0.693914,0.209711,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
F',-0.448844,19.0,633.9,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.719278,0.304857,0.455813,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
"F,",-0.406139,21.470911,682.9,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.750198,0.344503,0.561063,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
F.,-0.440455,21.470911,727.0,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.725352,0.344503,0.655789,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
F/,-0.415615,21.470911,749.35,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.743337,0.344503,0.703796,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
F;,-0.199284,0.0,633.9,0.928571,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.89997,0.0,0.455813,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
FA,-0.451148,0.0,633.9,0.714286,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.71761,0.0,0.455813,0.727273,0.5,1.0,1.0,1.0,1.0,0.5,0.0
FB,-0.958273,34.669872,595.728681,0.357143,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.350429,0.556282,0.373822,0.272727,0.0,0.707107,0.5,0.5,0.0,1.0,0.0
FC,-0.93742,21.470911,593.71809,0.642857,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.365527,0.344503,0.369504,0.636364,0.5,0.707107,0.5,1.0,1.0,1.0,0.0
FD,-0.327866,0.0,570.250746,0.785714,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.806871,0.0,0.319097,0.818182,0.5,1.0,1.0,1.0,1.0,1.0,0.0
FE,-0.605586,19.646883,608.898455,0.642857,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.60579,0.315236,0.402111,0.636364,0.5,0.707107,0.5,1.0,1.0,1.0,0.0
FF,-0.06113,0.0,651.031219,0.571429,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.49261,0.545455,0.0,1.0,1.0,1.0,0.0,1.0,0.0
FG,-0.958273,19.0,650.512761,0.428571,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.350429,0.304857,0.491497,0.363636,0.0,0.707107,1.0,0.5,0.0,1.0,0.0
FH,-0.448844,19.0,703.926164,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.719278,0.304857,0.606227,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
FI,-0.201314,19.646883,643.589775,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8985,0.315236,0.476626,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
FJ,-0.06113,0.0,651.816404,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.494297,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FK,-0.13362,0.0,660.25157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.947514,0.0,0.512415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
FL,-0.167384,0.0,594.417022,0.928571,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.923067,0.0,0.371005,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
FM,-0.298204,21.470911,657.827175,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.828348,0.344503,0.507208,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
FN,-0.448844,21.023796,619.15139,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.719278,0.337329,0.424134,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
FO,-0.302101,19.646883,654.333176,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.825526,0.315236,0.499703,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
FP,-0.389029,19.646883,706.877309,0.857143,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.762587,0.315236,0.612566,0.909091,1.0,0.707107,1.0,1.0,1.0,0.5,1.0
FQ,-0.838486,19.646883,699.952387,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.43716,0.315236,0.597691,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
FR,-0.677292,19.646883,637.330871,0.428571,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.553871,0.315236,0.463182,0.363636,0.0,0.707107,0.5,1.0,0.0,1.0,0.0
FS,-0.396213,0.0,617.026088,0.714286,0.5,1.0,1.0,1.0,1.0,0.5,0.0,0.757385,0.0,0.419569,0.727273,0.5,1.0,1.0,1.0,1.0,0.5,0.0
FT,-0.958273,23.600847,615.553224,0.357143,0.0,0.5,0.5,0.5,0.0,1.0,0.0,0.350429,0.378678,0.416405,0.272727,0.0,0.707107,0.5,0.5,0.0,1.0,0.0
FU,-0.201314,19.646883,627.373659,0.928571,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.8985,0.315236,0.441795,1.0,1.0,0.707107,1.0,1.0,1.0,1.0,1.0
FV,-0.672155,21.470911,586.030077,0.428571,0.0,0.5,0.5,1.0,0.0,1.0,0.0,0.55759,0.344503,0.35299,0.363636,0.0,0.707107,0.5,1.0,0.0,1.0,0.0
FW,-0.715329,19.646883,604.911335,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.526331,0.315236,0.393546,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
FX,-0.958273,21.470911,654.368314,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.350429,0.344503,0.499778,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
FY,-0.448844,30.610456,652.371,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.719278,0.491148,0.495488,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
FZ,-0.891657,21.470911,716.320526,0.571429,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.398662,0.344503,0.632849,0.545455,0.5,0.707107,0.5,1.0,1.0,0.5,0.0
F[,-0.448844,23.600847,683.85,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.719278,0.378678,0.563104,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
G',-0.836557,38.0,656.55,0.642857,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.438556,0.609714,0.504465,0.636364,1.0,0.0,1.0,0.0,1.0,0.5,1.0
"G,",-0.793852,40.470911,658.832773,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.469477,0.64936,0.509368,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
G.,-0.828168,40.470911,759.35414,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.44463,0.64936,0.725284,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
G/,-0.803329,40.470911,730.76814,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.462615,0.64936,0.663882,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
G;,-0.586998,19.0,656.55,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.619248,0.304857,0.504465,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
GA,-1.108615,19.0,656.55,0.571429,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.241574,0.304857,0.504465,0.545455,0.5,0.707107,1.0,0.5,1.0,0.5,0.0
GB,-1.442261,40.470911,506.136518,0.214286,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.64936,0.181382,0.090909,0.0,0.0,0.5,0.0,0.0,1.0,0.0
GC,-1.309704,40.470911,618.2,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.095977,0.64936,0.42209,0.454545,0.5,0.0,0.5,0.5,1.0,1.0,0.0
GD,-0.953484,19.0,719.636997,0.642857,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.353896,0.304857,0.639973,0.636364,0.5,0.707107,1.0,0.5,1.0,1.0,0.0
GE,-1.25098,38.646883,691.652338,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.138496,0.620093,0.579863,0.454545,0.5,0.0,0.5,0.5,1.0,1.0,0.0
GF,-0.836557,38.0,718.430886,0.428571,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.438556,0.609714,0.637382,0.363636,0.0,0.707107,1.0,0.5,0.0,1.0,0.0
GG,-1.442261,19.0,659.742152,0.285714,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.304857,0.511321,0.181818,0.0,0.0,1.0,0.0,0.0,1.0,0.0
GH,-0.836557,38.0,676.439695,0.714286,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.438556,0.609714,0.547187,0.727273,1.0,0.0,1.0,0.0,1.0,1.0,1.0
GI,-0.589028,38.646883,780.754037,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.620093,0.77125,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
GJ,-0.448844,19.0,720.735495,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.719278,0.304857,0.642333,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
GK,-0.521334,19.0,639.164896,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.666792,0.304857,0.467122,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
GL,-0.555098,19.0,637.611204,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.642345,0.304857,0.463785,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
GM,-0.685918,40.470911,738.021572,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.547626,0.64936,0.679463,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
GN,-0.836557,40.023796,480.617411,0.714286,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.438556,0.642186,0.126567,0.727273,1.0,0.0,1.0,0.0,1.0,1.0,1.0
GO,-0.689815,38.646883,694.75532,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.544804,0.620093,0.586528,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
GP,-0.776742,38.646883,715.4,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.481865,0.620093,0.630872,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
GQ,-1.442261,38.646883,690.917816,0.428571,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.620093,0.578285,0.363636,0.5,0.0,0.5,0.5,1.0,0.5,0.0
GR,-1.242302,49.610456,605.467975,0.285714,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.144779,0.796005,0.394742,0.181818,0.0,0.0,0.5,0.5,0.0,1.0,0.0
GS,-1.030731,19.0,670.041834,0.571429,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.297966,0.304857,0.533444,0.545455,0.5,0.707107,1.0,0.5,1.0,0.5,0.0
GT,-1.442261,38.646883,511.058638,0.214286,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.620093,0.191954,0.090909,0.0,0.0,0.5,0.0,0.0,1.0,0.0
GU,-0.589028,38.646883,647.676386,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.620093,0.485404,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
GV,-1.095099,40.023796,656.55,0.285714,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.251361,0.642186,0.504465,0.181818,0.0,0.0,0.5,0.5,0.0,1.0,0.0
GW,-1.306993,38.646883,667.670876,0.428571,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.09794,0.620093,0.528352,0.363636,0.5,0.0,0.5,0.5,1.0,0.5,0.0
GX,-1.363758,40.470911,791.65,0.428571,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.056839,0.64936,0.794655,0.363636,0.5,0.0,0.5,0.5,1.0,0.5,0.0
GY,-0.836557,49.610456,519.203139,0.714286,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.438556,0.796005,0.209448,0.727273,1.0,0.0,1.0,0.0,1.0,1.0,1.0
GZ,-1.428568,40.470911,688.45,0.428571,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.009914,0.64936,0.572985,0.363636,0.5,0.0,0.5,0.5,1.0,0.5,0.0
G[,-0.836557,42.600847,690.917816,0.642857,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.438556,0.683535,0.578285,0.636364,1.0,0.0,1.0,0.0,1.0,0.5,1.0
H',-1.442261,38.0,656.55,0.428571,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.0,0.609714,0.504465,0.363636,0.5,0.0,1.0,0.0,1.0,0.5,0.0
"H,",-1.309704,40.470911,618.2,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.095977,0.64936,0.42209,0.454545,0.5,0.0,0.5,0.5,1.0,1.0,0.0
H.,-1.363758,40.470911,791.65,0.428571,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.056839,0.64936,0.794655,0.363636,0.5,0.0,0.5,0.5,1.0,0.5,0.0
H/,-1.428568,40.470911,688.45,0.428571,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.009914,0.64936,0.572985,0.363636,0.5,0.0,0.5,0.5,1.0,0.5,0.0
H;,-1.108615,19.0,656.55,0.571429,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.241574,0.304857,0.504465,0.545455,0.5,0.707107,1.0,0.5,1.0,0.5,0.0
HA,-0.586998,19.0,664.525495,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.619248,0.304857,0.521596,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
HB,-0.836557,53.669872,681.516678,0.714286,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.438556,0.861139,0.558092,0.727273,1.0,0.0,1.0,0.0,1.0,1.0,1.0
HC,-0.793852,40.470911,658.832773,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.469477,0.64936,0.509368,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
HD,-0.521334,19.0,639.164896,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.666792,0.304857,0.467122,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
HE,-0.589028,38.646883,780.754037,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.620093,0.77125,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
HF,-0.448844,19.0,720.735495,0.857143,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.719278,0.304857,0.642333,0.909091,1.0,0.707107,1.0,0.5,1.0,1.0,1.0
HG,-0.836557,38.0,676.439695,0.714286,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.438556,0.609714,0.547187,0.727273,1.0,0.0,1.0,0.0,1.0,1.0,1.0
HH,-1.442261,19.0,659.742152,0.285714,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.304857,0.511321,0.181818,0.0,0.0,1.0,0.0,0.0,1.0,0.0
HI,-1.25098,38.646883,691.652338,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.0,0.138496,0.620093,0.579863,0.454545,0.5,0.0,0.5,0.5,1.0,1.0,0.0
HJ,-0.836557,38.0,718.430886,0.428571,0.0,0.5,1.0,0.5,0.0,1.0,0.0,0.438556,0.609714,0.637382,0.363636,0.0,0.707107,1.0,0.5,0.0,1.0,0.0
HK,-0.953484,19.0,719.636997,0.642857,0.5,0.5,1.0,0.5,1.0,1.0,0.0,0.353896,0.304857,0.639973,0.636364,0.5,0.707107,1.0,0.5,1.0,1.0,0.0
HL,-1.030731,19.0,670.041834,0.571429,0.5,0.5,1.0,0.5,1.0,0.5,0.0,0.297966,0.304857,0.533444,0.545455,0.5,0.707107,1.0,0.5,1.0,0.5,0.0
HM,-1.095099,53.669872,656.55,0.285714,0.0,0.0,0.5,0.5,0.0,1.0,0.0,0.251361,0.861139,0.504465,0.181818,0.0,0.0,0.5,0.5,0.0,1.0,0.0
HN,-1.442261,40.470911,643.144523,0.214286,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.64936,0.47567,0.090909,0.0,0.0,0.5,0.0,0.0,1.0,0.0
HO,-1.306993,38.646883,667.670876,0.428571,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.09794,0.620093,0.528352,0.363636,0.5,0.0,0.5,0.5,1.0,0.5,0.0
HP,-1.442261,38.646883,690.917816,0.428571,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.620093,0.578285,0.363636,0.5,0.0,0.5,0.5,1.0,0.5,0.0
HQ,-0.776742,38.646883,796.142182,0.714286,1.0,0.0,1.0,0.5,1.0,0.5,1.0,0.481865,0.620093,0.804304,0.727273,1.0,0.0,1.0,0.5,1.0,0.5,1.0
HR,-0.589028,38.646883,647.676386,0.785714,1.0,0.0,1.0,0.5,1.0,1.0,1.0,0.617778,0.620093,0.485404,0.818182,1.0,0.0,1.0,0.5,1.0,1.0,1.0
HS,-0.555098,19.0,637.611204,0.785714,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.642345,0.304857,0.463785,0.818182,1.0,0.707107,1.0,0.5,1.0,0.5,1.0
